id,category,input,behavior,tools,expected_json,notes
TC075,complex,Nyalakan lampu ruang tamu setiap hari jam 18:00 dan matikan setiap hari jam 06:00,tool_call,schedule_actuator_state_at; schedule_actuator_state_at,"{""behavior"":""tool_call"",""toolCalls"":[{""tool"":""schedule_actuator_state_at"",""parameters"":{""deviceName"":""Lampu ruang tamu"",""state"":""on"",""category"":""repeat"",""hour"":18,""minute"":0}},{""tool"":""schedule_actuator_state_at"",""parameters"":{""deviceName"":""Lampu ruang tamu"",""state"":""off"",""category"":""repeat"",""hour"":6,""minute"":0}}],""schedule"":[{""deviceName"":""Lampu ruang tamu"",""action"":""on"",""category"":""repeat"",""hour"":18,""minute"":0,""timezone"":""Asia/Jakarta""},{""deviceName"":""Lampu ruang tamu"",""action"":""off"",""category"":""repeat"",""hour"":6,""minute"":0,""timezone"":""Asia/Jakarta""}]}",
TC076,complex,Tampilkan daftar perangkat dan daftar aturan otomatis yang aktif,tool_call,list_devices; list_automation_rules,"{""behavior"":""tool_call"",""toolCalls"":[{""tool"":""list_devices"",""parameters"":{}},{""tool"":""list_automation_rules"",""parameters"":{""isActive"":true}}]}",
TC077,complex,Nyalakan lampu ruang tamu dan catat suhu ruang tamu sekarang 29 derajat,tool_call,set_actuator_state_by_device_name; create_device_log,"{""behavior"":""tool_call"",""toolCalls"":[{""tool"":""set_actuator_state_by_device_name"",""parameters"":{""deviceName"":""Lampu ruang tamu"",""state"":""on""}},{""tool"":""create_device_log"",""parameters"":{""deviceName"":""Suhu ruangan"",""deviceLogData"":""29""}}]}",
TC078,complex,Jadwalkan nyalakan lampu ruang tamu jam 18:00 setiap hari dan buat aturan matikan otomatis jika suhu ruang tamu di atas 31 derajat,tool_call,schedule_actuator_state_at; create_automation_rule,"{""behavior"":""tool_call"",""toolCalls"":[{""tool"":""schedule_actuator_state_at"",""parameters"":{""deviceName"":""Lampu ruang tamu"",""state"":""on"",""category"":""repeat"",""hour"":18,""minute"":0}},{""tool"":""create_automation_rule"",""parameters"":{""originalPrompt"":""Jadwalkan nyalakan lampu ruang tamu jam 18:00 setiap hari dan buat aturan matikan otomatis jika suhu ruang tamu di atas 31 derajat"",""trigger"":{""deviceName"":""Suhu ruangan"",""metric"":""temperature""},""conditions"":[{""metric"":""temperature"",""operator"":"">"",""threshold"":31}],""actions"":[{""deviceName"":""Lampu ruang tamu"",""state"":""off""}]}}],""schedule"":[{""deviceName"":""Lampu ruang tamu"",""action"":""on"",""category"":""repeat"",""hour"":18,""minute"":0,""timezone"":""Asia/Jakarta""}],""rule"":[{""triggerDeviceName"":""Suhu ruangan"",""triggerMetric"":""temperature"",""conditions"":[{""metric"":""temperature"",""operator"":"">"",""threshold"":31}],""actions"":[{""deviceName"":""Lampu ruang tamu"",""state"":""off""}],""conditionLogic"":""AND""}]}",
TC079,complex,Tampilkan 10 riwayat suhu ruang tamu terakhir dan status lampu ruang tamu,tool_call,get_last_10_logs_by_device_name; get_last_log_by_device_name,"{""behavior"":""tool_call"",""toolCalls"":[{""tool"":""get_last_10_logs_by_device_name"",""parameters"":{""deviceName"":""Suhu ruangan""}},{""tool"":""get_last_log_by_device_name"",""parameters"":{""deviceName"":""Lampu ruang tamu""}}]}",
TC080,complex,"Matikan lampu ruang tamu sekarang, lalu jadwalkan nyala lagi setiap hari jam 06:30",tool_call,set_actuator_state_by_device_name; schedule_actuator_state_at,"{""behavior"":""tool_call"",""toolCalls"":[{""tool"":""set_actuator_state_by_device_name"",""parameters"":{""deviceName"":""Lampu ruang tamu"",""state"":""off""}},{""tool"":""schedule_actuator_state_at"",""parameters"":{""deviceName"":""Lampu ruang tamu"",""state"":""on"",""category"":""repeat"",""hour"":6,""minute"":30}}],""schedule"":[{""deviceName"":""Lampu ruang tamu"",""action"":""on"",""category"":""repeat"",""hour"":6,""minute"":30,""timezone"":""Asia/Jakarta""}]}",
TC081,ambiguous,Nyalakan lampunya,clarification,,"{""behavior"":""clarification""}",Tidak menyebut nama device yang persis terdaftar (bukan 'Lampu ruang tamu' persis) sehingga berpotensi salah sasaran.
TC082,ambiguous,Matikan aja ya,clarification,,"{""behavior"":""clarification""}",Tidak menyebut perangkat sama sekali.
TC083,ambiguous,Aktifkan otomatisasi kalau suhunya panas,clarification,,"{""behavior"":""clarification""}","Tidak ada device, metric, atau ambang batas numerik yang jelas untuk membentuk rule."
TC084,ambiguous,Jadwalkan nanti sore ya,clarification,,"{""behavior"":""clarification""}","Tidak ada device, aksi, maupun jam yang pasti."
TC085,ambiguous,Cek suhunya dong,clarification,,"{""behavior"":""clarification""}",Tidak jelas sensor suhu yang dimaksud (ruang tamu atau lainnya).
TC086,ambiguous,Nyalakan aja kalau sempat,clarification,,"{""behavior"":""clarification""}",Tidak menyebut perangkat sama sekali.
TC087,ambiguous,Matikan itu juga,clarification,,"{""behavior"":""clarification""}",Rujukan kata ganti tanpa histori percakapan (sessionId baru/kosong pada setiap repetisi evaluasi).
TC088,ambiguous,Set jadwal otomatis untuk malam hari,clarification,,"{""behavior"":""clarification""}","Tidak ada device, aksi, maupun jam pasti — 'malam hari' bukan waktu spesifik."
TC089,ambiguous,Naikkan sedikit suhunya,clarification,,"{""behavior"":""clarification""}",Tidak ada tool untuk mengatur suhu secara analog/bertahap; tidak jelas perangkat maupun aksi apa yang dimaksud.
TC090,ambiguous,Aktifkan mode hemat energi,clarification,,"{""behavior"":""clarification""}","Bukan kapabilitas yang dikenal sistem (bukan device, schedule, atau rule spesifik)."
TC091,invalid,Nyalakan televisi ruang tamu,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Perangkat tidak terdaftar di database.
TC092,invalid,Matikan AC kamar mandi,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Perangkat tidak terdaftar di database.
TC093,invalid,Nyalakan kulkas dapur,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Perangkat tidak terdaftar di database.
TC094,invalid,Hidupkan pemanas air,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Perangkat tidak terdaftar di database.
TC095,invalid,Nyalakan AC kamar tidur,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Perangkat tidak terdaftar di database.
TC096,invalid,Matikan pemanas ruangan,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Perangkat tidak terdaftar di database.
TC097,invalid,Hapus jadwal jam 18:00 untuk lampu ruang tamu,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Tidak ada tool delete_schedule pada implementasi saat ini (gap Tabel 3.8 — lihat evaluation/README.md).
TC098,invalid,Ubah aturan otomatis id 1 supaya threshold jadi 35 derajat,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Tidak ada tool update_dynamic_rule pada implementasi saat ini (gap Tabel 3.8 — lihat evaluation/README.md); yang tersedia hanya create/list/get/set_active/delete.
TC099,invalid,Nyalakan speaker ruang keluarga,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Perangkat tidak terdaftar di database.
TC100,invalid,Matikan kamera CCTV garasi,reject_or_no_tool,,"{""behavior"":""reject_or_no_tool""}",Perangkat tidak terdaftar di database.
